Event	ID	Name			Wwise Object Path	Notes
	152581	StartLevelConfig			\Default Work Unit\New Virtual Folder\StartLevelConfig	
	35730698	Play_SFX_Wpn_Gatling_Shoot			\Default Work Unit\SFX_Car\Play_SFX_Wpn_Gatling_Shoot	
	177170041	Set_State_Indoor			\Default Work Unit\States\Set_State_Indoor	
	434512859	Set_State_ST_SlowMo			\Default Work Unit\States\Set_State_ST_SlowMo	
	504240361	Set_State_PauseOff			\Default Work Unit\States\Set_State_PauseOff	
	624714026	Play_UI_Weapons			\Default Work Unit\UI\Play_UI_Weapons	
	853193096	Play_SFX_Car_Drift			\Default Work Unit\SFX_Car\Play_SFX_Car_Drift	
	878452949	Play_UI_Equipment			\Default Work Unit\UI\Play_UI_Equipment	
	1020321262	Car_Engine			\Default Work Unit\New Virtual Folder\Car_Engine	
	1331039088	Play_SFX_Turret_Drop			\Default Work Unit\Play_SFX_Turret_Drop	
	1472165566	Play_Music_BabyPark			\Default Work Unit\Play_Music_BabyPark	
	1501458217	Play_Amb_BabyPark			\Default Work Unit\AMB\Play_Amb_BabyPark	
	1569993949	Play_SFX_Trap_Mine_Explode			\Default Work Unit\SFX_Car\Play_SFX_Trap_Mine_Explode	
	1576113860	Play_SFX_Wpn_Gatling_Summon			\Default Work Unit\SFX_Car\Play_SFX_Wpn_Gatling_Summon	
	1857540444	Stop_SFX_Monster_Run			\Default Work Unit\Stop_SFX_Monster_Run	
	1868201586	Play_SFX_Wpn_FlameThrower_Summon			\Default Work Unit\SFX_Car\Play_SFX_Wpn_FlameThrower_Summon	
	1871393852	Set_State_ST_Build			\Default Work Unit\States\Set_State_ST_Build	
	1925799616	Play_Amb_Babypark_Police_Dry			\Default Work Unit\AMB\Play_Amb_Babypark_Police_Dry	
	1944695683	Play_Amb_Babypark_Police_Wet			\Default Work Unit\AMB\Play_Amb_Babypark_Police_Wet	
	2201148061	Set_State_PauseOn			\Default Work Unit\States\Set_State_PauseOn	
	2207983986	Play_Amb_Garage			\Default Work Unit\AMB\Play_Amb_Garage	
	2226512720	Play_UI_Babypark_Checkpoint			\Default Work Unit\UI\Play_UI_Babypark_Checkpoint	
	2441311662	Play_UI_Build_Error			\Default Work Unit\Play_UI_Build_Error	
	2468732901	Play_Music_Garage			\Default Work Unit\New Virtual Folder\Play_Music_Garage	
	2528789258	Play_SFX_Monster_Run			\Default Work Unit\Play_SFX_Monster_Run	
	2630068541	Set_State_Normal			\Default Work Unit\States\Set_State_Normal	
	2880876640	Play_SFX_Car_Nitro_Refill			\Default Work Unit\SFX_Car\Play_SFX_Car_Nitro_Refill	
	2883580317	Play_SFX_Monsters_Run			\Default Work Unit\SFX_Car\Play_SFX_Monsters_Run	
	3022734157	Play_UI_Confirm			\Default Work Unit\UI\Play_UI_Confirm	
	3091697021	Set_State_ST_Normal			\Default Work Unit\States\Set_State_ST_Normal	
	3092587493	Pause			\Default Work Unit\New Virtual Folder\Pause	
	3237579210	Stop_SFX_Car_Drift			\Default Work Unit\SFX_Car\Stop_SFX_Car_Drift	
	3258270161	Transmission			\Default Work Unit\New Virtual Folder\Transmission	
	3345503513	Play_SFX_Car_Nitro			\Default Work Unit\SFX_Car\Play_SFX_Car_Nitro	
	3362185276	Play_SFX_Wpn_FlameThrower_Shoot			\Default Work Unit\SFX_Car\Play_SFX_Wpn_FlameThrower_Shoot	
	3364113413	Play_SFX_Car_Drift_Start			\Default Work Unit\SFX_Car\Play_SFX_Car_Drift_Start	
	3417507024	Play_SFX_Monsters_Die			\Default Work Unit\SFX_Car\Play_SFX_Monsters_Die	
	3624587671	Play_UI_Pause			\Default Work Unit\UI\Play_UI_Pause	
	3626629520	Play_UI_Movement			\Default Work Unit\UI\Play_UI_Movement	
	4185453606	Play_SFX_Trap_Mine_Trigger			\Default Work Unit\SFX_Car\Play_SFX_Trap_Mine_Trigger	
	4265925356	Play_SFX_Trap_Mine_Idle			\Default Work Unit\SFX_Car\Play_SFX_Trap_Mine_Idle	

State Group	ID	Name			Wwise Object Path	Notes
	3030367241	ST_Car_View			\Default Work Unit\ST_Car_View	
	3557541768	ST_SlowMo			\Default Work Unit\ST_SlowMo	
	4054796535	ST_Pause			\Default Work Unit\ST_Pause	

State	ID	Name	State Group			Notes
	0	None	ST_Car_View			
	340398852	Indoor	ST_Car_View			
	1160234136	Normal	ST_Car_View			
	0	None	ST_SlowMo			
	2370781097	ST_Build	ST_SlowMo			
	3042819342	ST_Normal	ST_SlowMo			
	3557541768	ST_SlowMo	ST_SlowMo			
	0	None	ST_Pause			
	80751710	PauseOn	ST_Pause			
	3921005316	PauseOff	ST_Pause			

Custom State	ID	Name	State Group	Owner		Notes
	362735170	PauseOn	ST_Pause	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Engine		
	395871982	Indoor	ST_Car_View	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Engine		
	732858217	ST_SlowMo	ST_SlowMo	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift		

Game Parameter	ID	Name			Wwise Object Path	Notes
	3774151474	RTPC_RPM			\Default Work Unit\Car\RTPC_RPM	

Modulator Time	ID	Name			Wwise Object Path	Notes
	422287908	Modulator Time (Custom)				
	837975695	Modulator Time (Custom)				

Effect plug-ins	ID	Name	Type				Notes
	188807683	SFX_Car_Tire_Drift_Loop-10	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Loop-10_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Loop\SFX_Car_Tire_Drift_Loop-10		46712
	209010448	UI_Weapons	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\AMB_COURSE_SELECTARMES_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Weapons		232656
	246661573	UI_Movement	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\AMB_COURSE_SELECTLEFTRIGHT_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Movement		4864
	247985915	UI_Babypark_Checkpoint	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\UI_Babypark_Checkpoint_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Babypark_Checkpoint		480072
	268113833	SFX_Monster_Run_Asphalt_21	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_21_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_21		6512
	271719483	SFX_Monster_Run_Asphalt_1	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_1		4830
	328045296	SFX_Car_Tire_Drift_Loop-02	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Loop-02_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Loop\SFX_Car_Tire_Drift_Loop-02		35608
	337410547	SFX_Car_Tire_Drift_Loop-13	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Loop-13_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Loop\SFX_Car_Tire_Drift_Loop-13		51152
	337891537	SFX_Turret_Drop	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Turret_Drop_0AF3813D.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Turret\SFX_Turret_Drop		530940
	338627591	SFX_Car_Tire_Drift_Loop-03	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Loop-03_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Loop\SFX_Car_Tire_Drift_Loop-03		42268
	341212262	SFX_Monster_Run_Asphalt_8	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_8_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_8		6512
	357001961	SFX_Car_Tire_Drift_Loop-15	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Loop-15_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Loop\SFX_Car_Tire_Drift_Loop-15		33384
	357915156	SFX_Car_Tire_Drift_Loop	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Loop_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Loop\SFX_Car_Tire_Drift_Loop		33384
	373229762	SFX_Car_Nitro_Boost-01	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Nitro_Boost-01_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Nitro\SFX_Car_Nitro_Boost-01		238644
	415854430	SFX_Car_Tire_Drift_Loop-11	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Loop-11_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Loop\SFX_Car_Tire_Drift_Loop-11		40048
	424078183	PH_SFX_Car_Transmission	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\PH_SFX_Car_Transmission_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\PH_SFX_Car_Transmission		445264
	473618790	UI_Confirm	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\AMB_COURSE_SELECTOK_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Confirm		14160
	477144447	SFX_Monster_Run_Asphalt_18	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_18_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_18		6512
	533488739	SFX_Monster_Run_Asphalt_20	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_20_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_20		6512
	539231935	UI_Pause	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\AMB_COURSE_PAUSE_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Pause		96064
	542680252	SFX_Monster_Run_Asphalt_37	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_37_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_37		6514
	561559514	SFX_Monster_Run_Asphalt_11	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_11_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_11		6512
	615726283	SFX_Monster_Run_Asphalt_12	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_12_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_12		6512
	625407417	SFX_Monster_Run_Asphalt_30	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_30_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_30		6514
	630336622	SFX_Monster_Run_Asphalt_26	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_26_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_26		6514
	630750179	SFX_Monster_Run_Asphalt_2	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_2		6512
	647363192	Amb_BabyPark	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\AMB_GARAGE_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Amb\Amb_BabyPark		39832304
	668105377	UI_Build_Error	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\UI_Build_Error_7471E314.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Build_Error		98080
	673637251	SFX_Car_Tire_Drift_Loop-07	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Loop-07_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Loop\SFX_Car_Tire_Drift_Loop-07		28944
	674923998	SFX_Car_Tire_Drift_Loop-12	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Loop-12_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Loop\SFX_Car_Tire_Drift_Loop-12		48932
	680259220	SFX_Monster_Run_Asphalt_35	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_35_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_35		6512
	685125525	SFX_Monster_Run_Asphalt_5	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_5		6512
	719328683	SFX_Monster_Run_Asphalt_16	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_16_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_16		6512
	746319321	SFX_Monster_Run_Asphalt_23	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_23_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_23		6514
	746364561	SFX_Car_Tire_Drift_Start-01	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Tire_Drift_Start-01_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Drift\SFX_Car_Drift_Start\SFX_Car_Tire_Drift_Start-01		173920
	789886876	SFX_Monster_Run_Asphalt_19	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Monster_Run_Asphalt_19_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Monster\SFX_Monster_Run\SFX_Monster_Run_Asphalt\SFX_Monster_Run_Asphalt_19		6512
	792734688	SFX_Car_Nitro_Boost-02	E:\GitHub\REKT\REKT_WwiseProject\.cache\Windows\SFX\SFX_Car_Nitro_Boost-02_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Car\SFX_Car_Nitro\SFX_Car_Nitro_Boost-02		250344
